image_file,coordinates,IScrosswalk,light_class
PTLR_Lights/Training set/Italy/01/1016.jpg,"[0.37308984375, 0.5691416666666667, 0.09716171875, 0.7103347222222222]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1768.jpg,"[0.38618984375, 0.5720527777777777, 0.0832421875, 0.727801388888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/400.jpg,"[0.3567140625, 0.5880638888888889, 0.04967265625, 0.7365361111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1096.jpg,"[0.39683437499999996, 0.5633194444444444, 0.0725984375, 0.7176125000000001]",1.0,1.0
PTLR_Lights/Training set/Italy/01/464.jpg,"[0.38946484375, 0.5633194444444444, 0.0816046875, 0.7103347222222222]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1160.jpg,"[0.37472734375, 0.590975, 0.09061171875, 0.7510916666666666]",1.0,1.0
PTLR_Lights/Training set/Italy/01/544.jpg,"[0.395196875, 0.5487624999999999, 0.09143046875000001, 0.7074236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1240.jpg,"[0.37718359375, 0.6128097222222222, 0.0791484375, 0.7569138888888888]",1.0,1.0
PTLR_Lights/Training set/Italy/01/608.jpg,"[0.38455234374999997, 0.5458513888888888, 0.09143046875000001, 0.6986902777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1384.jpg,"[0.3706328125, 0.5866083333333333, 0.0791484375, 0.7205236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/672.jpg,"[0.38291484374999996, 0.5487624999999999, 0.0873359375, 0.7016013888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1448.jpg,"[0.37227109375, 0.5574958333333333, 0.0807859375, 0.7132458333333334]",1.0,1.0
PTLR_Lights/Training set/Italy/01/96.jpg,"[0.37963984375000004, 0.5749638888888888, 0.0742359375, 0.7205236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/720.jpg,"[0.37390859375, 0.5720527777777777, 0.14301328124999999, 0.7074236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1512.jpg,"[0.37718359375, 0.5400291666666667, 0.0693234375, 0.6885013888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/144.jpg,"[0.38209609375000003, 0.5618625, 0.06441015624999999, 0.6972347222222223]",1.0,1.0
PTLR_Lights/Training set/Italy/01/784.jpg,"[0.3649015625, 0.5982527777777779, 0.0824234375, 0.7540027777777777]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1592.jpg,"[0.37227109375, 0.5676861111111111, 0.09388671875, 0.7234347222222223]",1.0,1.0
PTLR_Lights/Training set/Italy/01/224.jpg,"[0.3599890625, 0.5604069444444444, 0.0832421875, 0.7059680555555556]",1.0,1.0
PTLR_Lights/Training set/Italy/01/848.jpg,"[0.39273984375, 0.5895194444444445, 0.10207421875, 0.7321694444444445]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1640.jpg,"[0.38045859375, 0.5705972222222222, 0.09224921875, 0.7117902777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/272.jpg,"[0.33870078124999997, 0.5822416666666667, 0.0693234375, 0.7234347222222223]",1.0,1.0
PTLR_Lights/Training set/Italy/01/896.jpg,"[0.396015625, 0.6011638888888889, 0.09879921875, 0.7554583333333332]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1688.jpg,"[0.37963984375000004, 0.5604069444444444, 0.09634296875000001, 0.7074236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/320.jpg,"[0.3526203125, 0.5545847222222222, 0.06604765625, 0.7117902777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/960.jpg,"[0.37800234375, 0.590975, 0.0856984375, 0.7423583333333335]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1736.jpg,"[0.38209609375000003, 0.5676861111111111, 0.10698671875000001, 0.7409027777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/368.jpg,"[0.10698671875000001, 0.6812222222222223, 0.06686718750000001, 0.743813888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1048.jpg,"[0.38291484374999996, 0.5443958333333333, 0.11599375, 0.7161569444444444]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1784.jpg,"[0.39437734375, 0.5705972222222222, 0.09470546875, 0.7336250000000001]",1.0,1.0
PTLR_Lights/Training set/Italy/01/432.jpg,"[0.3689953125, 0.5589513888888888, 0.0709609375, 0.7248902777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1112.jpg,"[0.38209609375000003, 0.5633194444444444, 0.0840609375, 0.7147013888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/496.jpg,"[0.38291484374999996, 0.5676861111111111, 0.0832421875, 0.727801388888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1192.jpg,"[0.37390859375, 0.5953416666666667, 0.0881546875, 0.743813888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/560.jpg,"[0.395196875, 0.5502180555555556, 0.10289296875000001, 0.6957791666666667]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1256.jpg,"[0.3706328125, 0.6142652777777778, 0.0709609375, 0.7627361111111111]",1.0,1.0
PTLR_Lights/Training set/Italy/01/640.jpg,"[0.38864609375, 0.5647749999999999, 0.09961796875, 0.7365361111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1400.jpg,"[0.37882109375, 0.5807861111111111, 0.09961796875, 0.7423583333333335]",1.0,1.0
PTLR_Lights/Training set/Italy/01/688.jpg,"[0.37963984375000004, 0.5487624999999999, 0.0897921875, 0.7059680555555556]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1464.jpg,"[0.36981406250000004, 0.5356625, 0.0873359375, 0.7147013888888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/112.jpg,"[0.38373359375, 0.5589513888888888, 0.09224921875, 0.7292583333333333]",1.0,1.0
PTLR_Lights/Training set/Italy/01/736.jpg,"[0.36572031250000003, 0.5938861111111111, 0.2584609375, 0.6462888888888888]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1544.jpg,"[0.36981406250000004, 0.5473069444444444, 0.0750546875, 0.7292583333333333]",1.0,1.0
PTLR_Lights/Training set/Italy/01/192.jpg,"[0.37882109375, 0.5676861111111111, 0.0832421875, 0.7423583333333335]",1.0,1.0
PTLR_Lights/Training set/Italy/01/800.jpg,"[0.3558953125, 0.5967972222222222, 0.10944296875, 0.7671027777777777]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1608.jpg,"[0.38045859375, 0.5720527777777777, 0.09061171875, 0.7248902777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/240.jpg,"[0.3477078125, 0.5705972222222222, 0.0717796875, 0.7176125000000001]",1.0,1.0
PTLR_Lights/Training set/Italy/01/864.jpg,"[0.39355859375, 0.590975, 0.10944296875, 0.759825]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1656.jpg,"[0.38782734375, 0.5633194444444444, 0.10944296875, 0.7205236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/288.jpg,"[0.34852656249999997, 0.5516736111111111, 0.0791484375, 0.7045125]",1.0,1.0
PTLR_Lights/Training set/Italy/01/912.jpg,"[0.398471875, 0.6011638888888889, 0.11435625, 0.7583694444444444]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1704.jpg,"[0.38127734375, 0.5633194444444444, 0.10043671875, 0.7379916666666667]",1.0,1.0
PTLR_Lights/Training set/Italy/01/336.jpg,"[0.3526203125, 0.5618625, 0.0742359375, 0.727801388888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/992.jpg,"[0.38946484375, 0.5691416666666667, 0.10616796875000001, 0.7365361111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1752.jpg,"[0.37636484375, 0.5691416666666667, 0.10371171875, 0.7409027777777778]",1.0,1.0
PTLR_Lights/Training set/Italy/01/384.jpg,"[0.38209609375000003, 0.5938861111111111, 0.0717796875, 0.7496361111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1064.jpg,"[0.39683437499999996, 0.5545847222222222, 0.10289296875000001, 0.727801388888889]",1.0,1.0
PTLR_Lights/Training set/Italy/01/448.jpg,"[0.38127734375, 0.5662305555555556, 0.08651718750000001, 0.7205236111111112]",1.0,1.0
PTLR_Lights/Training set/Italy/01/1144.jpg,"[0.37718359375, 0.5836972222222222, 0.09961796875, 0.7379916666666667]",1.0,1.0
PTLR_Lights/Training set/Italy/02/224.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1096.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1928.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2656.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3464.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4288.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/272.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1208.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1976.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2704.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3528.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4336.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/368.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1288.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2048.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2768.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3640.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4400.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/464.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1336.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2144.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2832.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3704.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/528.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1448.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2240.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2928.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3784.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/608.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1512.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2304.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3016.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3832.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/672.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1560.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2368.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3080.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3912.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/720.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1624.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2416.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3176.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4016.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/48.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/848.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1704.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2464.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3272.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4064.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/112.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/976.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1784.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2544.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3368.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4192.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/176.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1048.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1848.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2624.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3416.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4256.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/240.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1128.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1944.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2672.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3480.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4304.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/288.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1240.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1992.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2720.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3560.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4352.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/432.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1304.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2096.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2784.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3672.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4416.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/496.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1368.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2176.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2864.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3736.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/560.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1464.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2272.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2944.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3800.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/624.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1528.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2320.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3032.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3880.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/688.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1576.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2384.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3128.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3976.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/768.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1640.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2432.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3208.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4032.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/64.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/864.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1752.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2496.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3288.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4080.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/128.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/992.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1816.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2576.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3384.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4208.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/192.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1064.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1912.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2640.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3448.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4272.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/256.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1144.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1960.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2688.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3496.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4320.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/352.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1272.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2016.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2752.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3576.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4368.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/448.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1320.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2128.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2800.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3688.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4432.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/512.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1400.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2192.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2896.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3768.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/592.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1496.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2288.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2976.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3816.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/640.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1544.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2352.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3064.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/3896.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/704.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,1.0
PTLR_Lights/Training set/Italy/02/1592.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2400.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3160.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3992.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/16.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/832.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1688.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2448.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3256.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4048.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/80.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/960.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1768.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/2528.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/3336.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/4096.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/144.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
PTLR_Lights/Training set/Italy/02/1016.jpg,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0
